text,toxic
 sim cair na porrada ( pessoal achando q é sexo essa porra n existe mais n),1.0
minha família me apelidou de ecológica só pq eu briguei muito com meu pai pq ele jogou um copo descartável no chão e eu fiz ele pegar e jogar no lixo povo besta,0.0
  vai fica falando bota ah cara porra tá facinho seus cuzão ,1.0
"não falei com djonga mas dei um salve no léo gordo 

bicho brabo demais",0.0
maldito é o homem que confia em outro cuidado com quem você chama de amigojesus não foi traído por um desconhecido,0.0
pqp perfeito vem gente assinar poderiam ver isso e incluir a partir do filme da viúva negra,0.0
que escroto kkkk,1.0
cheio de tudo cansado vai toma no cu,1.0
 e ela disse o q queria pq essa mongol me ligou tmb a sorte dela foi q eu não vi,1.0
torpedo russo na red burro pra ontem ,1.0
já saiu no meu iptv vou ver hj gostosinho,0.0
 pqp kkkkkkkkkkkkkkk,1.0
"is siminimigos também
vai tomar no cu palmeiras",1.0
caralho eu to muito rouca,1.0
"ro o q eu disse 
ele parece ser bolsominion
porra profe pra que fazer isso",1.0
mano eu não tenho mais oq falar cada dia da minha vida vai ser dedicado a erradicar isso aqui e todo mal dessa porra de mundo que bosta,1.0
pm entrou hj em plenária do encontro de mulheres do psol em são paulo pedindo documentos e dizendo estar “monitorando presentes”que porra é essa ,1.0
nossa mn eu odeio,0.0
putinha da bunda grande kkkkkkkkkkkk,1.0
chegando do rolê 11h da manhã com o cu na mão,1.0
puta que pariu que gatooo,1.0
also tem um pq de chamar temaki e vc comer do jeito que é né,0.0
 meu cú mariana vai pra aula,1.0
foda se datafolha,1.0
 “caralho ela é pequena” pensei  ,1.0
 pra citar seu idiota,1.0
 ah vsf kkkkkkkkkkkk,1.0
q noite foi essa pqp,1.0
 essa música é típica de quem vai comer no prato que cospiu kkkkkkkkkkkk,0.0
saudades sair mas digo sair real oficial balançar o cu ficar maluconanão ir na paraná ficar andando igual burra,1.0
bando de filhos da puta rapa por isso que quando morrem ficam logo sem cara nessa porra,1.0
meu ódio de depender dos outros vem disso,0.0
 clbc q vc tb era feio,1.0
eu choro vendo o quanto a arquitetura é importante pra dignificar a vida das pessoas eu amo demais a minha profissão pqp,1.0
que resenha pqp até p almoçar esses fdp demoram,1.0
olha que coisa linda do crlhooooooooooooo pqp,1.0
velho tnc sem quere apaguei a minha foto q tava com 400 curtida fodaseeeee eu me odeio vo posta dnv,1.0
daniel fica muito novinho nesses fansign pqp parece uma criança de 8 anos,1.0
"porquê fodase que tenha passado uma semana ou um mês

se tu é mentiroso tu é um filho da puta",1.0
" para krl
se n tivesse pegado a assinatura tava fudido",1.0
  ai que feio tu me chamando de camila nenem,1.0
  o choro é livrebb mas lula tá preso babaca,1.0
sabadoooooou né non salve cambada ,0.0
tem que morrer,1.0
"a coisa que eu mais sinto sdds no folclore é de dançar com a maísa 
porra xaxado foi tudo pra gente ",1.0
que inferno só no ceará em uns 5 sotaques diferentes ,0.0
estou como o thor no endgame gordo e bêbado,1.0
puta merda olha como meu amigo é talentoso as fuck eu to surtando como eu amo o moisés,1.0
essa pintura é linda demais sério pqp ,1.0
caramba que fdppp,1.0
detalhe importante eu achei uma  no chão do quarto kkkkkkkkkkkkjj eu nem queria porra,1.0
sempre tem aquela pessoa que tu sabe que a desgraçada é falsa mas tu gosta da fdp ,1.0
  está ficando cada vez mais feia a coisa para o lado do ptas redes sociais estão substituindo a mídia tradicional no papel de informar o que está acontecendonão dá mais para esconder,1.0
"primeiro quem fala abraços espaciais
segundo vai se fuder",1.0
pq me deixastes boiola por vcs hein ,0.0
literalmente lacrimejando de tanto rir com esse video da nicki minaj puta que pariu,1.0
"kkkkkkkkk mulher aq no mercado brigando no telefone com alguém
daí ela solta um
desligou né vagabundo 
kkkkkkkkk muito alto que pala",1.0
que agonia pqp,1.0
finalmente brasil virou esse jogo pqp,1.0
irmão que gosto lixo,1.0
 então porra não pode morrer eu preciso de vc aqui sua maldita foda pra crl,1.0
"vou fazer um livro com um monte de texto clichê na internet

colocar uma capa ultra chamativa

e ficar ultra rico pq tem mt idiota pra comprar",1.0
"não esquece que todo ato
precede a tal da consequência
é tiro nos arrombado posturado e calmo
fruto da minha vivência",1.0
 por isso q eu me estresso com essa rede social esse povo quer dar pitaco em tudo cada um tem sua conta p expor sua opinião e falar oq quiser não gostou fica quieto porra continua n gostando ai na sua conta,1.0
que azia do caralho,1.0
é que o homem não vale um caralho juro que nao vejo nadinha nele,1.0
 istoélixo,0.0
gabi agora é a sua hora assume o jogo caralho,1.0
perdi 14 de pdl porque o client da riot eh um lixo amooohh,1.0
 mano eu comprei o meu por 280 pqp,1.0
"ensinando eles a falar meu nomemiss vickyperguntei pro gustavomiss 
gustavo vaca",1.0
  você é burro,1.0
poxa espero q ela se recupere,0.0
   eu to é fudido no família petrillo,1.0
meu deus mano que menina chata da porra,1.0
 mais é um filha da puta mesmo como de pode refletir sobre o crime cometido canalha,1.0
esses autoajuda de relacionamento é bizarro a mulher tendo q ser submissa ao homem agradar adaptarahhh tomar no cu,1.0
 falar alguma coisa criticando por exemplo eu mando tomar no cu mesmo tendo família evangélica,1.0
    vai logo caralho ,1.0
"queria um comeback do exo com promoções decentes quero que os solos e exosc sejam promovidos como merecemquero que o junmyeon e jongin também tenha seus solossó issoporra sm trabalha direito e para de inventar mrda carlho
 
 ",1.0
porra frio hj não,1.0
 kkkkkkkkkk pqp nega o auge,1.0
eu fico pasma em como todos os membros podem ir de iti olha que coisa mais fofa e preciosa pra puta merda caralho que homem da porra em segundos,1.0
pau no cu me segue eu sigo de volta me da unf e eu dou unf em seguida pq eu nao sou obrigada nesse caralho,1.0
que mulher perfeita pqp,1.0
"alguém pfvr me manda o vídeo da mulher surtando pq um cara apareceu mostrando o pinto na live dela do instagram
gradicido",1.0
se você faz isso parabéns você é muito idiota,1.0
so tenho 20 cntts no wpp q fase pqp,1.0
      ue eliminamos o corinthians na cdb esse anoo santos em 17sp não passa nem pelo na liberta e quer zuar kkk não ganham o paulista desde 2005 até o ituano já ganhou e o sp não kkk,0.0
"feliz aniversário pra pessoa que tá sempre comigo (até msm quando eu sou babaca sem querer)

obrigada por não desistir de mimte amo demais 

 ",1.0
vizinho chato da porra era o que estava falando agora eu me mudo,1.0
eu que sabotei o copo dessa piranha ,1.0
kessia fica puta de vdd com meu “blz “ kkkkkkkkkkkk,1.0
 porra vcs tem que ver essa grt comendo rapa,1.0
hoje tem estreia pai vai amassar nessa porra ,1.0
eu já to há dois dias tentando me conformar com a ideia de sair do meu colégio (onde eu estudei e estudo durante 6 anos) ano que vem pra estudar lá na pqp do rj,1.0
10 anos de arr%mbaram dedo no cu e gritaria meu deus oq q eu to fazendo da minha vida ,1.0
 sofro,0.0
 são tudo retardado,1.0
se foder tem q ir pro open no amazon e preciso dormir,0.0
 ai fazendo campanha juntos esmurrando ele no twitter os dois calando a boca de repórter fudido que tentasse sexualizar a lauren ela enaltecendo o macho maravilhoso que ele é nas entrevistas photoshoot de casal matando os bi consigo imaginar tudo isso,1.0
 nunca gostei dele sempre o achei escroto vivia pulando em cima de bichinhos e os enforcandoestá no lugar certo,1.0
  vsf meu kkkkkkkkkkkkkkkkkkkkkkkkkk,1.0
  kkjkkkkkkkkkkkk porra,1.0
breno quer que eu continue o tt vsf breno,1.0
eu tenho uma memória muito lixo pra rosto to com medo de parecer grossa não dando oi pras pessoas kkk af,0.0
 ridícula kkkkkkkkkkkkkk,0.0
fico puta com essas graças ,1.0
puta merda a perfeição ,1.0
"queria hitar assim com meus desenhos tb pora 

sigam meu insta de artista porfavor caraio ",1.0
 ridícula ,1.0
q inveja é essa minha filha da uma segurada na emoção kkkkkkkkk feia,1.0
quero cu manauara,1.0
 q porra é essa,1.0
mas minha mãe não deixou pq ela tava converdando com ele e mandou meu tio esperarmeu tio ficou muito puto e meu pai foi até a janela da sala e nisso eu e a mamãe fomos tbmeles estavam falando um monte de coisameu tio pegou um tijolo e jogou na grade de casa,0.0
ih porra assim não ta a parecer cabeça de um careca ahahaha,1.0
a cindy tirou a curtida porque tava recebendo hatertá feliz surtada do caralho,1.0
queria q essas coisas n fossem caras p eu poder ter p cacete,1.0
kkkkkkk virei peixeiro nessa porra ,1.0
as vezes tenho vontade de ir la na casa dele e arrastar a cara dele no asfalto e falar vai se fuder irmão vc não é feliz pq nao quer e sair depois voltar e dar uns beijo nele pq amo ele ,1.0
   é uma porra não ter cartão mano tnc,1.0
esse frio estragando meus look de piranha,1.0
os inimigos fica puto quando ver nós bem ,0.0
 o babaca do diretor do inpe queria colocar todo o aumento desde 2017 a 2018 na conta do bolsonaro com apenas 6 meses tá certo isso o minricardo salles e o bolsonaro não negaram aumento mas apenas questionaram a culpa do bolsonaro como o imbecil queria dar entender que era,1.0
   foi do caralho,1.0
minha super então porra véi ,1.0
"eu com cólica nesse frio e esqueci meu remédiose existe alguém mais burro é só o útero da minha mãe pq me criou

a morte vêm jajá",1.0
porra q raivaaa odeioo esperar os outros vtmcc,1.0
tesão é foda ,1.0
trata com indiferença que nós te joga no lixo,1.0
mano quanto mais eu escuto a musica mais grave fica pqp ,1.0
putaquepariu,1.0
não vejo o dia que esse fdp descubra que tem uma leve descendência indígena(que todo o br tem),1.0
hj o vizinho do 4 andar tá q é um fdpdesde as 8 arrastando cadeira e gritandoé bem difícil eu me irritar mas faz barulho pra verele acha que tá aonde numa festa,1.0
"foi dedo no cu e porradaria viado
ahahahahah",1.0
foto do séc,0.0
eu acordo e fico vendo vídeo alan fica puto pq acordo ele kkkkkkkk,1.0
perdão,0.0
"tem dias q eu só quero ser piranha nunca mais namorar
tem dias q tô mufina pelo amor de deus um macho pra eu me agarrar pra…",1.0
derrubei meu cu ,1.0
artur é feio arthur é bonito,0.0
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk caralho nunca vi tanta verdade junta,1.0
  ta indisponível essa porra af,1.0
 kkkkkkkkk pqp,1.0
tá doendo que só a porra mas não vou estourar,1.0
tão mais fácil usar o cu ,1.0
tá um sol pra cada um lá fora um calor desgraçado e vcs reclamando daquele frio gostoso,0.0
molho na rima,0.0
a aflição da gay e da mulher hetero q gostam de pau e tem q aceitar o triste fato do homem vim junto,1.0
eu sou muito burro,1.0
" porra rodrigo tá com o olho esquerdo fechado
indignação seletiva",1.0
semana toda fznd sol pra chegar no fds e ter chuva pqp,1.0
jogo tenso da porra pqp ainda bem que o brasil ganhou slc surtei,1.0
acordei com um dor desgraçada,0.0
"peguei da tl 

sou carioca e vcs
 ",0.0
sapatão n pode conhecer uma mina q já quer casar,0.0
fuder comigo n quer agora fuder meu psicólogico quer fácil né,1.0
naum aguento mais esses brancos fazendo tiktok aaargh ,1.0
 gordo da piça,1.0
 bom dia boa tarde menino a rola dele chega quase no peito sélokooo credo que delíciaimagina onde não chega dentro da pessoa ,1.0
voooooooltei pras puta,1.0
nenhum de nos dois a gente é cara de pau kkskdkf,1.0
technno é mt bom vsf,1.0
 eu dou moral dms pra essas meninas principalmente pra gabi que eu pago pau pra essa menina,1.0
 lindissima caralho,1.0
"eu li direito
suspeitos
mas todos segundo a constituição não são inocentes até prova ao contrário
vou ai perguntar a algum jurista",0.0
desculpa repetir isso mas eu odeio c todas as forças essa merda de aparelho pqp q ódio,1.0
eu só gostaria de ler a metamorfose porra,1.0
 é feia,1.0
pqp ontem eu fiquei ruim demais,1.0
pega caralho,1.0
esse juiz apita tudo pqpnão tem uma dividida que ele não dê uma falta,1.0
 pra caralho e tipo eles eram da fgv mano,1.0
   mas um burro a gente consegue reconhecer mesmo num simples textoboa marcela,1.0
hoje é aniversário do meu nenê que me aguenta quando estou puta que me diverte e me irrita ao mesmo tempoparabéns pelo 1 aninho switch ,1.0
 essas gringas são um cu sempre fazendo merda,1.0
 santos por causa do da cidade que é um ponto forte de pesca e os caraio,1.0
 fala com feio ksks,0.0
filha da puta gata do caralho,1.0
imagino 000 do sickk num rolê geral bem loco metendo mais o loco ainda é uma vibe muito fodida adrenalina da porra,1.0
porra quero minha casa,1.0
pagando de amigo mas queria mesmo é ser talarico abre esse olho burro,1.0
minha autoestima tá no fundo do poço eu só quero sumirpq é tão difícil emagrecer eu n consigo ter foco em nada nem em uma porea de dieta vai se foder que caralho quero sumir,1.0
só eu olho p isso e penso q é uma cena triste p caralho tipo gnt eles n tão fazendo isso pq querem n sabe os índios são mortos todos os dias por causa dessas pessoasa taxa de desmatamento aumentou 30% de 2018 p 2019onde a gnt vai parar bicho,1.0
odeio a laysa kkkkkkkk pqp,1.0
 vc nao ta perdendo vc ja perdeu kkkkk  foi um jogo bom mano pau a pau,1.0
vôlei é uma bosta tomar no cu,1.0
 chupa meu pau,1.0
caralho volta redonda é o ápice de nego ridículo cada dia é uma moda nova,1.0
cara q mamae beijou vagabundo nenhum põe a mao,1.0
pão com ovo eh mt gostoso pqp,1.0
manooo bisavó porra vão dizer o que que ela provocou que estava vestida inadequadamente que fez para que isso acontecesse ah pqp esse mundo não devia existir ,1.0
perfeita,0.0
 eu também macho n sabe chupar buceta (e nem gosta de buceta tb),1.0
pqp ele não tem vergonha na cara,1.0
|| maldito seja o dia em que eu comecei a assistir game of thrones,0.0
meu sonho andiara ser assim,0.0
o menino q eu gosto nao fala cmg a quase um mes e quando fala é babaca dai eu ignoro pq a vida não é mais facil,1.0
"hoseok vc tá aprendendo essa pose com o jk é 
parabéns pelos 100m meu amooor 
te amo filho da puta",1.0
fui apresentar a música do cachorrinho fdp pra mãe kkkk coitada da hanna,1.0
ele age que nem um mlk de 20 poucos anos mss ele tem uns 40 e ja é divorciadoé feio falar isso mas o cara é tao irritante e desnecessário que minha única felicidade é saber que a mulher dele largou eleele é porco por natureza,1.0
eu sou muito diabo vermelho nessa porra,1.0
tá um lixo minha net,0.0
ter um chefe filho da puta ,1.0
eu amo jennie kim p caralho,1.0
eu chamo isso de reparação histórica ,0.0
que porra de tarefa de física mano nem lembro a matéria,1.0
"sexo a 4 hoje kkkk
o boy do pornozão arrebentando na tve eu esse rabudo no amadorismobundona porem cuzin apertadomas foi uma dlc fuder com ele ",1.0
 eu sou privilegiada to enjoada porém com a buceta jorrando sanguekkkkkkkkkkkkkkkkkk nada de titia,1.0
"eu vendo minha mãe chamando as sapatão de sapatão sendo q não é sapatão e nem faz parte do vale muito menos apoia 

 ",0.0
vai se fuder eu to fremendo,1.0
mô o menino só foi um péssimo namorado e é imaturo isso não faz dele um macho escroto po,1.0
   eu não posso dizer que o meu antigo namorado é feio né,0.0
to ficando enjoado todo dia pqp,1.0
caralho eu to choranfo,1.0
 caralho eu sentaria em varias mesas,0.0
o espírito de atriz porno com puta baixa em mim de uma tal forma ,1.0
spotify sem 1/3 que porra eh essa tóxico do caralho ,1.0
" eu tô ligado que isso rola bastante mas felizmente não é o caso láo staff é 50% feminino até entre os cargos de liderança

(e o mlq é x9 de patrão mesmo)",0.0
carai toda vez que eu tomo gelo fico nessa ressaca vsf,1.0
 ta sem pau tbm ne miguelito 1 de piça ushsushsh,1.0
"hj tem feijoada com coca cola 
chupaaa dieta do caralho",1.0
caralho vai rolar muito hoje vsf,1.0
 destilado ainda pqp bebi azul boa do themonio mas agora tomei engov,1.0
que frio do caraio não dá ânimo de fazer nadaaaa,1.0
que isso não seja mais uma das vergonhas de cwb pelamor,0.0
vou p porra nenhuma mais vou dormir,1.0
 enfia o dedo no cu e rasga kkk,1.0
hoje o dia tá bom pra tomar uma sopinha tomar na buceta tomar uma sopinha tomar no cu tomar uma sopinha tomalheboqu…,1.0
     caralho quanto mimimi,1.0
tocantins vey quente parece o cu das minhas amgs,1.0
essa mulher é perfeita pqp,1.0
eu vou trocar meu celular num nokia tijolãooooo kkkkkk não sai da minha cabeça caraio,1.0
inadmissível ,0.0
eu chego a tremer de raiva de ver coisas assim pqp eu tenho nojo de gente racista mais ainda de racista que abusa da autoridade,1.0
emociona cada vez que temos os membros do governo atual realmente trabalhando e mostrando serviçoputa que pariu vamos conseguirtá dando para acreditarque tesão,1.0
 esta senhora  representa perfeitamente a hipocrisia reinante neste país atulhada de merda até ao nariz em tudo o que a rodeia só vê o lixo na casa dos outros,1.0
acabei de descobrir q eu comi merda quando era pequenokkkkkkkk não me lembromas disseram q eu botei a mão da fralda e comipqp,1.0
triste porém seguindo o bailekkkkk ,0.0
diverção so de madrugada os palhaço dorme o dia todo,0.0
me tornei uma pessoa seca e não me arrependo quando mostramos sentimento só tomamos no cu,1.0
 poisé eu adoro ver o inferno astral do meu opositoreles acham que dão as cartas mas o jogo pode virar a qualquer momentoimagina o buraco negro que aguarda este lixo tóxico impeachment do presidente da república já,1.0
aaaeee porra ,1.0
porra odeio isso cara que curiosidade do crl ,1.0
kkkkk meno faz homenagem pros outros kkk feio ,1.0
  amiga vei vai se fuder kkkkkkkkkkkkkkkkkkkkkk,1.0
dinheiro pra caralho mas acho justo kkkkkkkkkkkkkkkkkk,1.0
vagas abertas para as putinhas &gt;&gt;&gt;&gt;fav e rt&lt;&lt;&lt;&lt; para entrar estamos aonde você menos esperar comenta negah ,1.0
mai q carai é esse curso mano,1.0
  égua do ódio caralho,1.0
 se ouvirem bem da para ouvir o puto a dizer que tem fome,1.0
 tem nojo de tudo e todos também porra vou te contar hein,1.0
corre que os árabe tão puto ,1.0
"não é inveja não é experiência própria

tem tudo pra fuder o spfc essa contratação do daniel alves e não é futebolisticamente falando",1.0
vou matar ele pqp já era pra ele estar aqui,1.0
 tá gorda mane,1.0
fogo nesse filho da puta mano tem que matar esse bosta,1.0
eu prefiro me prevenir pra n acontecer de engravidar sabendo que n vou poder da uma vida boa aos meus filhosna hora de transar as vaca quer tudo no pelo sentir um leitinho quente no útero dps que passa aperto fica pedindo a liberação do aborto pq as bonita não pode prevenir,1.0
" deixe essa égua relinchando sozinho
desprezo é o quê esse povinho merece",1.0
  gat ela é paulista,0.0
porra só porque eu vim embora vtnc ,1.0
para de show que tu não é a xuxaagora pode por favor ir cuidar e dar amor ao seu fav e deixar o meu em paz,0.0
"3 teoria

eu comunicação é fundamental 

(fiquei puto) 

alguém oq houve
eu nada boa noite",0.0
fodase irmão vai te tomar no cu,1.0
 delicia de cu vontade de deixar todo arregaçado,1.0
  mas e o anúncio caralho,1.0
 olá júnior santos de sto andré abcd paulista sp,0.0
parece que tinha umas 500 pessoas aqui em casa ontem pq que bagunça do carai bicho,1.0
fofa safada e retardada,1.0
  vagabunda que chama,1.0
"  pu ta ria braba

é com nois memo fala porra",1.0
caralho to molhada,1.0
e até te vou contar maisfora as conversazinhas normais ah tinha fotos da piça dele com tesão ah a dizer mostra me a tua xaroca quero comer a tua xaroca ganha vergonha nessa puta dessa cara e faz te um homem porco do crlh ,1.0
"escolha do público

vc pediu a gente entrega
 x  vale liderança
ao vivo no  (app e redes)
tô nessa com craque  

16h live com pré
17h rola a bola

 ",0.0
 se fosse eu a palavra seria troxapq é cada coisa q acontece cmgoutro dia na escola eu fui com minha calça rasgada e só descobri pq minha amga falou isso em voz alta no meio da salatdo mundo olhou e riu de mim ,0.0
esse terminal é a fonte das pessoas mais feia e estranha de londrina slc,1.0
sera q hj eu vou soltar outra pérola no centro pq ja virou lei todo sabado eu soltar umas paradas aleatórias q ficam no duplo sentido da galera,0.0
vou comer porra finalmente,1.0
cara tu já parou pra pensar que um comentário desse pode acabar (e acaba) com a noite de qualquer pessoa tu vai pra um lugar se divertir e wuando chega lá tu encontra um fiscal de dança que diz como tu deve ou não dançar ah viado meu pau vai lavar uma louça na tua casa,1.0
 de sócios no setor leste superior graças a deus a procura ta grande agr só falta fzr o meu pai se associar pqp o homem é casquinha kkk,1.0
ele mandou um audio de 35seg gente onde foi que eu errei,0.0
ah cara pprt queria testar isso ,0.0
 lula tá preso babaca,1.0
"hj eh sabado rapazie

ta todo mundo liberado pra resolver os problemas com

 socão na cara
 tijolada do 3° andar
 dedo
 no cu
 e
 gritaria

vamo dale 

não engravidem q nan eh caro e n tem vaga em creche pública

eh isto",1.0
puta que pariu que clube maravilhoso,1.0
sempre rola uns soco &amp; tapa semquerer nessas comemorações de medalhas né eu amo,1.0
   mó paradavagabundo brinca muito,1.0
caralho que gay chato,1.0
as monas acha que me chamar de piranha é ofensa kkkkkk môores piranha todas nós somos umas incubadas outras assumidas umas de vários e outras de um boy só ,1.0
"por dinheiro se traiu ficou feio (ye)
bc raff ye feat klyn [video clipe oficial] via ",0.0
 vai se fuder vai levar logo um box kkkkkjkk babacao,1.0
saudades de quando eu era uma solteira puta e todo mundo me interessava atualmente o interesse é 0 em qualquer pessoa,1.0
 lendária pra caralho,1.0
fodido é ver um amigo transformarse num estranho,1.0
dae cuca vc não queria lateral direito toma então fdp,1.0
" caras namorando (gay) blz
um deles chama ele de boiola 

 excuse me wtf",1.0
lidar com mulher não é fácil porém amo kkkk,1.0
lauren jauregui é o tipo de pessoa que nunca teve uma fase feia na vida ,0.0
"1° senhor parece mto o chanyeol

2° puta merda ",1.0
bernardo fica puto quando a gente dorme juntos ele fala que só falta eu entrar dentro dele ,1.0
"tá friozinho 
mas a minha piriguete inteiror quer usar decote e saia ",0.0
esses sim são os amigos de verdade,0.0
 achei vc na rua esses dias,0.0
"acabooooooooooooooou puta que pariu
até que enfim
está classificado",1.0
eu tô tão estressada pqp,1.0
"eu sou 

 gay 
 hétero 
 bi
 muito feio",1.0
ai gente o povo da videira transformando brega que fala de pinto e buceta em música de deus tudo pra mim,1.0
aaai q desgraça abri a porra do meu pulso batendo na minha irmã,1.0
"fav 

 primeira impressão babaca
 nível de proximidade 0 10 0
 te apoio com
  uma mensagem pra você te odeio desgraçado
  ppp (dm) 
 
aquele fav maroto pra nós interagir",1.0
opinião opinião come o cu de deus depois o d joão,1.0
 ai miga kkkkkkkkkkkkk sou apaixonada em pqp,1.0
a quantidade de ovo desperdiçado pqp,1.0
tá famosa no krt crlho quem te viu q te vê tinha medo de piroc agr só pensa em fuder ,1.0
puts você é gato p caralho,1.0
batalha do baiano sem o baiano e sem o timao  comassim,0.0
vai se fuder ent uai,1.0
 se eu pudesse compraria mesmo todas as galinhas do mundoe com o troco compraria a ignorante a qual me disse issomas a jogaria no lixo para uma posterior reciclagem,1.0
caralho namoral vai tomar no cu q vídeo foda acabei de levantar da cama com um sorrisao no rosto e vontade de ser feliz depois desse vídeo na boa ,1.0
isso aí brasil porra,1.0
sou muito burro,1.0
vitao é perfeito mano pqp,1.0
"obrigada yasmin pelo ovolete 

o que ele tem de feio tem de gostoso",0.0
3 nego quitaram pqp vei,1.0
o caraio vai ter sorte com homem assim lá na pqp,1.0
matar loki dessa maneira ridicula vai se fuder,1.0
 vamo partir então fdp,1.0
como é que fazz quando nenhum dos dois é flor que se cheiraaa,0.0
já abro o free fire perdendo 30 pontos na ranq vai tomar no cu mundo,1.0
 a menina que tá com o saco amarelo tá com fome porra,1.0
   caralho vei tadinho / ainda bemque vcs se encontraram,1.0
hoje to mais feia doq o normal,1.0
 do inferno ontembrigapingaandar de ambulância com os mano morrendo dentro dela num pt brabonos volta pro rolêbebe maisvolta pro hospital é expulso de lávolta pro rolêperde as coisas tudoacha as coisafica rindo igual retardado um da cara do outroquase morre dnvfim,1.0
   nossa vitória parecia minha mãe 1000x putaça mandando eu fazer as coisas,0.0
 eu reparei muito nisso pqp,1.0
puta que pariu q corrids foda,1.0
puta frio bosta atrapalha meus rolê tudo,1.0
eu fico feliz pra caralho quando me chamam pra algo dizendo q querem minha presença essas coisa,1.0
indo pagar meu cartão chorando onde eu tava quando eu me deixei gastar 700 reais porra de capricorniana inútil,1.0
brota menina linda do chão aq pqp,1.0
vcs aí ó,0.0
 ficou feio em netvasco,0.0
mas vagabundo está preocupado com o quê mesmo ah sim com a sintaxe e o uso do vernáculo pelo nosso presidente,1.0
puta q pariu pra completar só um chopp msm e a gata ,1.0
 carioca chato falando merda 90k de like,1.0
alguém me ensina a ter auto estima alta pq pqp tá foda olhar no espelho e se sentir uma batata kkkkkkmmmmk,1.0
às vezes tenho vontade de mandar todo mundo se foder e sumir principalmente meu pai,1.0
     tbm seu puto ,0.0
 kkkkkkkkkkkkkkkkkkkkkkkk caralho leticia nois é idiota igual ,1.0
eu adoro história mas o meu professor pqp,1.0
crl os menor rimando cm o maluco lá pqp ri muito kkkkkkkkkkkk,1.0
indo pra uma festa nesse frio do caralho só o fogo no cu desse bonde mesmo,1.0
no final vamos ver quem terá título rsss,0.0
o banco me assaltou 50 conto eu tô muito puto,0.0
pqp como eu queria ser essa travesseiro,1.0
  paixão meu ovo parem de esculachar o mlk que ele não é feio não,1.0
o muito ouvindo eu já catuquei skskskskksskkk o funk de sp é muito engraçado porra,1.0
   porra taylor,1.0
até quem não estuda lá sabe incrível,0.0
bom dia é o caralho vai toma no cu,1.0
        gostaria de meter tudo meu pau e sentar pra sentir tudo,1.0
eu to muito mal puta merda que ódio,1.0
to todo fudido ,1.0
vagabundo fica puto quando não sabe como é o andamento da nossa vida,1.0
mano pleno século 21 e tem namoradinho te chamando na dm surtando pq vc curtiu algo da namorada dele mano kkkkkkk vai…,0.0
porra eu sou insuportável kk,1.0
n faz isso cmg,0.0
todo mundo engorda menos eu to ficando depressiva com essa porra,1.0
  vai se fuder filho da puta fica confundindo a cadeia alimentar com sua babaquice seu merda,1.0
julio cesar santos sempre esse fdp ,1.0
 são muito caras de pau para publicar isso,1.0
só vdds de jesus,0.0
"mano tem que ter fôlego e concentração pra aguentar a pica do  god me livre mas quase eu pedia arrego 
           ",1.0
sabe o que é foda se sabe das mentiras da falta de tudo e fica ali só vendo a pessoa sair falar pela suas costas postar coisas e ainda ter a cara de pau de falar que não fez isso como se tu não visse o que ela posta aaaiii me poupe,1.0
  a única pessoa que vai comer seu cu sou eu e com um serrote ,1.0
  aaaaah que isso irmã ta falando sério caracoooou eu não quero nem saber vou ser a primeira chegar na festa tô nem aí se nego falar caralho xandão tu abriu a festa vou falar abri mermo,1.0
"homem trai por sexo mulher trai por falta de carinho 

os dois traem por falta de vergonha na cara se for pra trair n…",1.0
se você termina o relacionamento/para de conversar com alguém e continua usando a conta do spotify ou do netflix da pessoa você é um folgado filho da puta sim vá pagar o teu inferno,1.0
que porra é essa caralho,1.0
brasil classificado porra,1.0
gerou pra caralho,1.0
"sim gentesim
fico puta quando tô no meu momento e nego vem me tontear porraaa",1.0
 uga buga sopa de macaco uma delícia,1.0
   hostia puta,1.0
"o povo daqui de casa falando
mais o hayllon tá gordo também não faz nada não trabalha só estuda

só estuda

como se estudar fosse a coisa mais simples do mundo",0.0
achei que bateu pouco aindaimagino se o cara estivesse com um filho menor do lado e visse o pai tomando uma cusparadae não entendendo pq o desgraçado humilhou o pai no meio do metrôdevia ter batido mais,1.0
foda ficar de pau duro em calça de linho não tem como esconder,1.0
 ultimamente tem aparecido muito isso de comer o cu de homens ne,1.0
ja nao aguento mais esses friozao pqp só pelos calorao e ir pro alvaro,1.0
     e depois o presidente bolsonaro é quem incita ódiopreguiça dessa corja vermelha,1.0
 sou uma mongol mesmo  ,1.0
" eu vou colar segunda com o pau na mesa e reclamar com o coordenador do curso

mentira só vou pedir pra ele abrir uma exceção carinhosamente pq ele é o cara q eu to procurando ic",1.0
hm acordei me sentindo um lixo hoje tudo normal por aqui,1.0
porra bicho que jogo sofrido caraio mas felizmente as gatas ganharam,1.0
muito tesão quando o passivo tá de pau bem duro assim ,1.0
unpopular opinion ficar pedindo stream e views toda hora é chato pra caralhovocê ajuda se puder/quiser isso não te faz mais ou menos army,1.0
"  
sabe o nome disso 
filha da putagem 

funk o caralho plataforma de filho da putaachou ruim os palavroes youtube fodase",1.0
" depois disso quem vai se foder é o homem que bateu pq ele devia ter levado uma cuspida na cara e ido embora

bem vindos à nossa sociedade de merda",1.0
 vergonha jamais acreditaria se não tivesse ouvido um verdadeiro idiota ,1.0
caralho a luz acabou desde 9 da manhã mano,1.0
que porra é essa kkkkkkkkkkk mds,1.0
